ward_section_concatenated,ward,section,month_name,month_number,dates,year,dates_list,date
2501,25,01,AUGUST,8,"6,7",2025,7,2025-08-07
2501,25,01,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2501,25,01,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2501,25,01,OCTOBER,10,"8,9",2025,8,2025-10-08
2501,25,01,OCTOBER,10,"8,9",2025,9,2025-10-09
2501,25,01,NOVEMBER,11,"10,12",2025,10,2025-11-10
2501,25,01,NOVEMBER,11,"10,12",2025,12,2025-11-12
2502,25,02,APRIL,4,"3,4",2025,3,2025-04-03
2502,25,02,APRIL,4,"3,4",2025,4,2025-04-04
2502,25,02,MAY,5,"5,6",2025,5,2025-05-05
2502,25,02,MAY,5,"5,6",2025,6,2025-05-06
2502,25,02,JUNE,6,"5,6",2025,5,2025-06-05
2502,25,02,JUNE,6,"5,6",2025,6,2025-06-06
2502,25,02,JULY,7,"9,10",2025,9,2025-07-09
2502,25,02,JULY,7,"9,10",2025,10,2025-07-10
2502,25,02,AUGUST,8,"8,11",2025,8,2025-08-08
2502,25,02,AUGUST,8,"8,11",2025,11,2025-08-11
2502,25,02,SEPTEMBER,9,"10,11",2025,10,2025-09-10
2502,25,02,SEPTEMBER,9,"10,11",2025,11,2025-09-11
2502,25,02,OCTOBER,10,"10,14",2025,10,2025-10-10
2502,25,02,OCTOBER,10,"10,14",2025,14,2025-10-14
2502,25,02,NOVEMBER,11,"13,14",2025,13,2025-11-13
2502,25,02,NOVEMBER,11,"13,14",2025,14,2025-11-14
2503,25,03,APRIL,4,"7,8",2025,7,2025-04-07
2503,25,03,APRIL,4,"7,8",2025,8,2025-04-08
2503,25,03,MAY,5,"7,8",2025,7,2025-05-07
2503,25,03,MAY,5,"7,8",2025,8,2025-05-08
2503,25,03,JUNE,6,"9,10",2025,9,2025-06-09
2503,25,03,JUNE,6,"9,10",2025,10,2025-06-10
2503,25,03,JULY,7,"11,14",2025,11,2025-07-11
2503,25,03,JULY,7,"11,14",2025,14,2025-07-14
2503,25,03,AUGUST,8,"12,13",2025,12,2025-08-12
2503,25,03,AUGUST,8,"12,13",2025,13,2025-08-13
2503,25,03,SEPTEMBER,9,"12,15",2025,12,2025-09-12
2503,25,03,SEPTEMBER,9,"12,15",2025,15,2025-09-15
2503,25,03,OCTOBER,10,"15,16",2025,15,2025-10-15
2503,25,03,OCTOBER,10,"15,16",2025,16,2025-10-16
2503,25,03,NOVEMBER,11,"17,18",2025,17,2025-11-17
2503,25,03,NOVEMBER,11,"17,18",2025,18,2025-11-18
2504,25,04,APRIL,4,"9,10",2025,9,2025-04-09
2504,25,04,APRIL,4,"9,10",2025,10,2025-04-10
2504,25,04,MAY,5,"9,12",2025,9,2025-05-09
2504,25,04,MAY,5,"9,12",2025,12,2025-05-12
2504,25,04,JUNE,6,"11,12",2025,11,2025-06-11
2504,25,04,JUNE,6,"11,12",2025,12,2025-06-12
2504,25,04,JULY,7,"15,16",2025,15,2025-07-15
2504,25,04,JULY,7,"15,16",2025,16,2025-07-16
2504,25,04,AUGUST,8,"14,15",2025,14,2025-08-14
2504,25,04,AUGUST,8,"14,15",2025,15,2025-08-15
2504,25,04,SEPTEMBER,9,"16,17",2025,16,2025-09-16
2504,25,04,SEPTEMBER,9,"16,17",2025,17,2025-09-17
2504,25,04,OCTOBER,10,"17,20",2025,17,2025-10-17
2504,25,04,OCTOBER,10,"17,20",2025,20,2025-10-20
2504,25,04,NOVEMBER,11,"19,20",2025,19,2025-11-19
2504,25,04,NOVEMBER,11,"19,20",2025,20,2025-11-20
2505,25,05,APRIL,4,"11,14",2025,11,2025-04-11
2505,25,05,APRIL,4,"11,14",2025,14,2025-04-14
2505,25,05,MAY,5,"13,14",2025,13,2025-05-13
2505,25,05,MAY,5,"13,14",2025,14,2025-05-14
2505,25,05,JUNE,6,"13,16",2025,13,2025-06-13
2505,25,05,JUNE,6,"13,16",2025,16,2025-06-16
2505,25,05,JULY,7,"17,18",2025,17,2025-07-17
2505,25,05,JULY,7,"17,18",2025,18,2025-07-18
2505,25,05,AUGUST,8,"18,19",2025,18,2025-08-18
2505,25,05,AUGUST,8,"18,19",2025,19,2025-08-19
2505,25,05,SEPTEMBER,9,"18,19",2025,18,2025-09-18
2505,25,05,SEPTEMBER,9,"18,19",2025,19,2025-09-19
2505,25,05,OCTOBER,10,"21,22",2025,21,2025-10-21
2505,25,05,OCTOBER,10,"21,22",2025,22,2025-10-22
2505,25,05,NOVEMBER,11,"21,24",2025,21,2025-11-21
2505,25,05,NOVEMBER,11,"21,24",2025,24,2025-11-24
2506,25,06,APRIL,4,"15,16",2025,15,2025-04-15
2506,25,06,APRIL,4,"15,16",2025,16,2025-04-16
2506,25,06,MAY,5,"15,16",2025,15,2025-05-15
2506,25,06,MAY,5,"15,16",2025,16,2025-05-16
2506,25,06,JUNE,6,"17,18",2025,17,2025-06-17
2506,25,06,JUNE,6,"17,18",2025,18,2025-06-18
2506,25,06,JULY,7,"21,22",2025,21,2025-07-21
2506,25,06,JULY,7,"21,22",2025,22,2025-07-22
2506,25,06,AUGUST,8,"20,21",2025,20,2025-08-20
2506,25,06,AUGUST,8,"20,21",2025,21,2025-08-21
2506,25,06,SEPTEMBER,9,"22,23",2025,22,2025-09-22
2506,25,06,SEPTEMBER,9,"22,23",2025,23,2025-09-23
2506,25,06,OCTOBER,10,"23,24",2025,23,2025-10-23
2506,25,06,OCTOBER,10,"23,24",2025,24,2025-10-24
2507,25,07,APRIL,4,"17,18",2025,17,2025-04-17
2507,25,07,APRIL,4,"17,18",2025,18,2025-04-18
2507,25,07,MAY,5,"19,20",2025,19,2025-05-19
2507,25,07,MAY,5,"19,20",2025,20,2025-05-20
2507,25,07,JUNE,6,"20,23",2025,20,2025-06-20
2507,25,07,JUNE,6,"20,23",2025,23,2025-06-23
2507,25,07,JULY,7,"23,24",2025,23,2025-07-23
2507,25,07,JULY,7,"23,24",2025,24,2025-07-24
2507,25,07,AUGUST,8,"22,25",2025,22,2025-08-22
2507,25,07,AUGUST,8,"22,25",2025,25,2025-08-25
2507,25,07,SEPTEMBER,9,"24,25",2025,24,2025-09-24
2507,25,07,SEPTEMBER,9,"24,25",2025,25,2025-09-25
2507,25,07,OCTOBER,10,"27,28",2025,27,2025-10-27
2507,25,07,OCTOBER,10,"27,28",2025,28,2025-10-28
2508,25,08,APRIL,4,"21,22",2025,21,2025-04-21
2508,25,08,APRIL,4,"21,22",2025,22,2025-04-22
2508,25,08,MAY,5,"21,22",2025,21,2025-05-21
2508,25,08,MAY,5,"21,22",2025,22,2025-05-22
2508,25,08,JUNE,6,"24,25",2025,24,2025-06-24
2508,25,08,JUNE,6,"24,25",2025,25,2025-06-25
2508,25,08,JULY,7,"25,28",2025,25,2025-07-25
2508,25,08,JULY,7,"25,28",2025,28,2025-07-28
2508,25,08,AUGUST,8,"26,27",2025,26,2025-08-26
2508,25,08,AUGUST,8,"26,27",2025,27,2025-08-27
2508,25,08,SEPTEMBER,9,"26,29",2025,26,2025-09-26
2508,25,08,SEPTEMBER,9,"26,29",2025,29,2025-09-29
2508,25,08,OCTOBER,10,30,2025,30,2025-10-30
2509,25,09,APRIL,4,"23,24",2025,23,2025-04-23
2509,25,09,APRIL,4,"23,24",2025,24,2025-04-24
2509,25,09,MAY,5,"23,27",2025,23,2025-05-23
2509,25,09,MAY,5,"23,27",2025,27,2025-05-27
2509,25,09,JUNE,6,"26,27",2025,26,2025-06-26
2509,25,09,JUNE,6,"26,27",2025,27,2025-06-27
2509,25,09,JULY,7,"29,30",2025,29,2025-07-29
2509,25,09,JULY,7,"29,30",2025,30,2025-07-30
2509,25,09,AUGUST,8,"28,29",2025,28,2025-08-28
2509,25,09,AUGUST,8,"28,29",2025,29,2025-08-29
2509,25,09,SEPTEMBER,9,30,2025,30,2025-09-30
2509,25,09,OCTOBER,10,"1,31",2025,1,2025-10-01
2509,25,09,OCTOBER,10,"1,31",2025,31,2025-10-31
2509,25,09,NOVEMBER,11,3,2025,3,2025-11-03
2510,25,10,APRIL,4,"25,28",2025,25,2025-04-25
2510,25,10,APRIL,4,"25,28",2025,28,2025-04-28
2510,25,10,MAY,5,"28,29",2025,28,2025-05-28
2510,25,10,MAY,5,"28,29",2025,29,2025-05-29
2510,25,10,JUNE,6,30,2025,30,2025-06-30
2510,25,10,JULY,7,"1,31",2025,1,2025-07-01
2510,25,10,JULY,7,"1,31",2025,31,2025-07-31
2510,25,10,AUGUST,8,1,2025,1,2025-08-01
2510,25,10,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2510,25,10,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2510,25,10,OCTOBER,10,"2,3",2025,2,2025-10-02
2510,25,10,OCTOBER,10,"2,3",2025,3,2025-10-03
2510,25,10,NOVEMBER,11,"4,5",2025,4,2025-11-04
2510,25,10,NOVEMBER,11,"4,5",2025,5,2025-11-05
2511,25,11,APRIL,4,"29,30",2025,29,2025-04-29
2511,25,11,APRIL,4,"29,30",2025,30,2025-04-30
2511,25,11,MAY,5,30,2025,30,2025-05-30
2511,25,11,JUNE,6,2,2025,2,2025-06-02
2511,25,11,JULY,7,"2,3",2025,2,2025-07-02
2511,25,11,JULY,7,"2,3",2025,3,2025-07-03
2511,25,11,AUGUST,8,"4,5",2025,4,2025-08-04
2511,25,11,AUGUST,8,"4,5",2025,5,2025-08-05
2511,25,11,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2511,25,11,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2511,25,11,OCTOBER,10,"6,7",2025,6,2025-10-06
2511,25,11,OCTOBER,10,"6,7",2025,7,2025-10-07
2511,25,11,NOVEMBER,11,"6,7",2025,6,2025-11-06
2511,25,11,NOVEMBER,11,"6,7",2025,7,2025-11-07
2601,26,01,APRIL,4,"1,2",2025,1,2025-04-01
2601,26,01,APRIL,4,"1,2",2025,2,2025-04-02
2601,26,01,MAY,5,"7,8",2025,7,2025-05-07
2601,26,01,MAY,5,"7,8",2025,8,2025-05-08
2601,26,01,JUNE,6,"13,16",2025,13,2025-06-13
2601,26,01,JUNE,6,"13,16",2025,16,2025-06-16
2601,26,01,JULY,7,"23,24",2025,23,2025-07-23
2601,26,01,JULY,7,"23,24",2025,24,2025-07-24
2601,26,01,AUGUST,8,"28,29",2025,28,2025-08-28
2601,26,01,AUGUST,8,"28,29",2025,29,2025-08-29
2601,26,01,OCTOBER,10,"6,7",2025,6,2025-10-06
2601,26,01,OCTOBER,10,"6,7",2025,7,2025-10-07
2601,26,01,NOVEMBER,11,"13,14",2025,13,2025-11-13
2601,26,01,NOVEMBER,11,"13,14",2025,14,2025-11-14
2602,26,02,APRIL,4,"3,4",2025,3,2025-04-03
2602,26,02,APRIL,4,"3,4",2025,4,2025-04-04
2602,26,02,MAY,5,"9,12",2025,9,2025-05-09
2602,26,02,MAY,5,"9,12",2025,12,2025-05-12
2602,26,02,JUNE,6,"17,18",2025,17,2025-06-17
2602,26,02,JUNE,6,"17,18",2025,18,2025-06-18
2602,26,02,JULY,7,"25,28",2025,25,2025-07-25
2602,26,02,JULY,7,"25,28",2025,28,2025-07-28
2602,26,02,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2602,26,02,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2602,26,02,OCTOBER,10,"8,9",2025,8,2025-10-08
2602,26,02,OCTOBER,10,"8,9",2025,9,2025-10-09
2602,26,02,NOVEMBER,11,"17,18",2025,17,2025-11-17
2602,26,02,NOVEMBER,11,"17,18",2025,18,2025-11-18
2603,26,03,APRIL,4,"7,8",2025,7,2025-04-07
2603,26,03,APRIL,4,"7,8",2025,8,2025-04-08
2603,26,03,MAY,5,"13,14",2025,13,2025-05-13
2603,26,03,MAY,5,"13,14",2025,14,2025-05-14
2603,26,03,JUNE,6,"20,23",2025,20,2025-06-20
2603,26,03,JUNE,6,"20,23",2025,23,2025-06-23
2603,26,03,JULY,7,"29,30",2025,29,2025-07-29
2603,26,03,JULY,7,"29,30",2025,30,2025-07-30
2603,26,03,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2603,26,03,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2603,26,03,OCTOBER,10,"10,14",2025,10,2025-10-10
2603,26,03,OCTOBER,10,"10,14",2025,14,2025-10-14
2603,26,03,NOVEMBER,11,"19,20",2025,19,2025-11-19
2603,26,03,NOVEMBER,11,"19,20",2025,20,2025-11-20
2604,26,04,APRIL,4,"9,10",2025,9,2025-04-09
2604,26,04,APRIL,4,"9,10",2025,10,2025-04-10
2604,26,04,MAY,5,"15,16",2025,15,2025-05-15
2604,26,04,MAY,5,"15,16",2025,16,2025-05-16
2604,26,04,JUNE,6,"24,25",2025,24,2025-06-24
2604,26,04,JUNE,6,"24,25",2025,25,2025-06-25
2604,26,04,JULY,7,31,2025,31,2025-07-31
2604,26,04,AUGUST,8,1,2025,1,2025-08-01
2604,26,04,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2604,26,04,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2604,26,04,OCTOBER,10,"15,16",2025,15,2025-10-15
2604,26,04,OCTOBER,10,"15,16",2025,16,2025-10-16
2604,26,04,NOVEMBER,11,"21,24",2025,21,2025-11-21
2604,26,04,NOVEMBER,11,"21,24",2025,24,2025-11-24
2605,26,05,APRIL,4,"11,14",2025,11,2025-04-11
2605,26,05,APRIL,4,"11,14",2025,14,2025-04-14
2605,26,05,MAY,5,"19,20",2025,19,2025-05-19
2605,26,05,MAY,5,"19,20",2025,20,2025-05-20
2605,26,05,JUNE,6,"26,27",2025,26,2025-06-26
2605,26,05,JUNE,6,"26,27",2025,27,2025-06-27
2605,26,05,AUGUST,8,"4,5",2025,4,2025-08-04
2605,26,05,AUGUST,8,"4,5",2025,5,2025-08-05
2605,26,05,SEPTEMBER,9,"10,11",2025,10,2025-09-10
2605,26,05,SEPTEMBER,9,"10,11",2025,11,2025-09-11
2605,26,05,OCTOBER,10,"17,20",2025,17,2025-10-17
2605,26,05,OCTOBER,10,"17,20",2025,20,2025-10-20
2606,26,06,APRIL,4,"15,16",2025,15,2025-04-15
2606,26,06,APRIL,4,"15,16",2025,16,2025-04-16
2606,26,06,MAY,5,"21,22",2025,21,2025-05-21
2606,26,06,MAY,5,"21,22",2025,22,2025-05-22
2606,26,06,JUNE,6,30,2025,30,2025-06-30
2606,26,06,JULY,7,1,2025,1,2025-07-01
2606,26,06,AUGUST,8,"6,7",2025,6,2025-08-06
2606,26,06,AUGUST,8,"6,7",2025,7,2025-08-07
2606,26,06,SEPTEMBER,9,"12,15",2025,12,2025-09-12
2606,26,06,SEPTEMBER,9,"12,15",2025,15,2025-09-15
2606,26,06,OCTOBER,10,"21,22",2025,21,2025-10-21
2606,26,06,OCTOBER,10,"21,22",2025,22,2025-10-22
2607,26,07,APRIL,4,"17,18",2025,17,2025-04-17
2607,26,07,APRIL,4,"17,18",2025,18,2025-04-18
2607,26,07,MAY,5,"23,27",2025,23,2025-05-23
2607,26,07,MAY,5,"23,27",2025,27,2025-05-27
2607,26,07,JULY,7,"2,3",2025,2,2025-07-02
2607,26,07,JULY,7,"2,3",2025,3,2025-07-03
2607,26,07,AUGUST,8,"8,11",2025,8,2025-08-08
2607,26,07,AUGUST,8,"8,11",2025,11,2025-08-11
2607,26,07,SEPTEMBER,9,"16,17",2025,16,2025-09-16
2607,26,07,SEPTEMBER,9,"16,17",2025,17,2025-09-17
2607,26,07,OCTOBER,10,"23,24",2025,23,2025-10-23
2607,26,07,OCTOBER,10,"23,24",2025,24,2025-10-24
2608,26,08,APRIL,4,"21,22",2025,21,2025-04-21
2608,26,08,APRIL,4,"21,22",2025,22,2025-04-22
2608,26,08,MAY,5,"28,29",2025,28,2025-05-28
2608,26,08,MAY,5,"28,29",2025,29,2025-05-29
2608,26,08,JULY,7,"7,8",2025,7,2025-07-07
2608,26,08,JULY,7,"7,8",2025,8,2025-07-08
2608,26,08,AUGUST,8,"12,13",2025,12,2025-08-12
2608,26,08,AUGUST,8,"12,13",2025,13,2025-08-13
2608,26,08,SEPTEMBER,9,"18,19",2025,18,2025-09-18
2608,26,08,SEPTEMBER,9,"18,19",2025,19,2025-09-19
2608,26,08,OCTOBER,10,"27,28",2025,27,2025-10-27
2608,26,08,OCTOBER,10,"27,28",2025,28,2025-10-28
2609,26,09,APRIL,4,"23,24",2025,23,2025-04-23
2609,26,09,APRIL,4,"23,24",2025,24,2025-04-24
2609,26,09,MAY,5,30,2025,30,2025-05-30
2609,26,09,JUNE,6,2,2025,2,2025-06-02
2609,26,09,JULY,7,"9,10",2025,9,2025-07-09
2609,26,09,JULY,7,"9,10",2025,10,2025-07-10
2609,26,09,AUGUST,8,"14,15",2025,14,2025-08-14
2609,26,09,AUGUST,8,"14,15",2025,15,2025-08-15
2609,26,09,SEPTEMBER,9,"22,23",2025,22,2025-09-22
2609,26,09,SEPTEMBER,9,"22,23",2025,23,2025-09-23
2609,26,09,OCTOBER,10,"29,30",2025,29,2025-10-29
2609,26,09,OCTOBER,10,"29,30",2025,30,2025-10-30
2610,26,10,APRIL,4,"25,28",2025,25,2025-04-25
2610,26,10,APRIL,4,"25,28",2025,28,2025-04-28
2610,26,10,JUNE,6,"3,4",2025,3,2025-06-03
2610,26,10,JUNE,6,"3,4",2025,4,2025-06-04
2610,26,10,JULY,7,"11,14",2025,11,2025-07-11
2610,26,10,JULY,7,"11,14",2025,14,2025-07-14
2610,26,10,AUGUST,8,"18,19",2025,18,2025-08-18
2610,26,10,AUGUST,8,"18,19",2025,19,2025-08-19
2610,26,10,SEPTEMBER,9,"24,25",2025,24,2025-09-24
2610,26,10,SEPTEMBER,9,"24,25",2025,25,2025-09-25
2610,26,10,OCTOBER,10,31,2025,31,2025-10-31
2610,26,10,NOVEMBER,11,3,2025,3,2025-11-03
2611,26,11,APRIL,4,"29,30",2025,29,2025-04-29
2611,26,11,APRIL,4,"29,30",2025,30,2025-04-30
2611,26,11,JUNE,6,"5,6",2025,5,2025-06-05
2611,26,11,JUNE,6,"5,6",2025,6,2025-06-06
2611,26,11,JULY,7,"15,16",2025,15,2025-07-15
2611,26,11,JULY,7,"15,16",2025,16,2025-07-16
2611,26,11,AUGUST,8,"20,21",2025,20,2025-08-20
2611,26,11,AUGUST,8,"20,21",2025,21,2025-08-21
2611,26,11,SEPTEMBER,9,"26,29",2025,26,2025-09-26
2611,26,11,SEPTEMBER,9,"26,29",2025,29,2025-09-29
2611,26,11,NOVEMBER,11,"4,5",2025,4,2025-11-04
2611,26,11,NOVEMBER,11,"4,5",2025,5,2025-11-05
2612,26,12,MAY,5,"1,2",2025,1,2025-05-01
2612,26,12,MAY,5,"1,2",2025,2,2025-05-02
2612,26,12,JUNE,6,"9,10",2025,9,2025-06-09
2612,26,12,JUNE,6,"9,10",2025,10,2025-06-10
2612,26,12,JULY,7,"17,18",2025,17,2025-07-17
2612,26,12,JULY,7,"17,18",2025,18,2025-07-18
2612,26,12,AUGUST,8,"22,25",2025,22,2025-08-22
2612,26,12,AUGUST,8,"22,25",2025,25,2025-08-25
2612,26,12,SEPTEMBER,9,30,2025,30,2025-09-30
2612,26,12,OCTOBER,10,1,2025,1,2025-10-01
2612,26,12,NOVEMBER,11,"6,7",2025,6,2025-11-06
2612,26,12,NOVEMBER,11,"6,7",2025,7,2025-11-07
2613,26,13,MAY,5,"5,6",2025,5,2025-05-05
2613,26,13,MAY,5,"5,6",2025,6,2025-05-06
2613,26,13,JUNE,6,"11,12",2025,11,2025-06-11
2613,26,13,JUNE,6,"11,12",2025,12,2025-06-12
2613,26,13,JULY,7,"21,22",2025,21,2025-07-21
2613,26,13,JULY,7,"21,22",2025,22,2025-07-22
2613,26,13,AUGUST,8,"26,27",2025,26,2025-08-26
2613,26,13,AUGUST,8,"26,27",2025,27,2025-08-27
2613,26,13,OCTOBER,10,"2,3",2025,2,2025-10-02
2613,26,13,OCTOBER,10,"2,3",2025,3,2025-10-03
2613,26,13,NOVEMBER,11,"10,11",2025,10,2025-11-10
2613,26,13,NOVEMBER,11,"10,11",2025,11,2025-11-11
2701,27,01,APRIL,4,"1,2",2025,1,2025-04-01
2701,27,01,APRIL,4,"1,2",2025,2,2025-04-02
2701,27,01,JUNE,6,"3,4",2025,3,2025-06-03
2701,27,01,JUNE,6,"3,4",2025,4,2025-06-04
2701,27,01,AUGUST,8,"6,7",2025,6,2025-08-06
2701,27,01,AUGUST,8,"6,7",2025,7,2025-08-07
2701,27,01,OCTOBER,10,"8,9",2025,8,2025-10-08
2701,27,01,OCTOBER,10,"8,9",2025,9,2025-10-09
2702,27,02,APRIL,4,"3,4",2025,3,2025-04-03
2702,27,02,APRIL,4,"3,4",2025,4,2025-04-04
2702,27,02,JUNE,6,"5,6",2025,5,2025-06-05
2702,27,02,JUNE,6,"5,6",2025,6,2025-06-06
2702,27,02,AUGUST,8,"8,11",2025,8,2025-08-08
2702,27,02,AUGUST,8,"8,11",2025,11,2025-08-11
2702,27,02,OCTOBER,10,"10,14",2025,10,2025-10-10
2702,27,02,OCTOBER,10,"10,14",2025,14,2025-10-14
2703,27,03,APRIL,4,"7,8",2025,7,2025-04-07
2703,27,03,APRIL,4,"7,8",2025,8,2025-04-08
2703,27,03,JUNE,6,"9,10",2025,9,2025-06-09
2703,27,03,JUNE,6,"9,10",2025,10,2025-06-10
2703,27,03,AUGUST,8,"12,13",2025,12,2025-08-12
2703,27,03,AUGUST,8,"12,13",2025,13,2025-08-13
2703,27,03,OCTOBER,10,"15,16",2025,15,2025-10-15
2703,27,03,OCTOBER,10,"15,16",2025,16,2025-10-16
2704,27,04,APRIL,4,"9,10",2025,9,2025-04-09
2704,27,04,APRIL,4,"9,10",2025,10,2025-04-10
2704,27,04,JUNE,6,"11,12",2025,11,2025-06-11
2704,27,04,JUNE,6,"11,12",2025,12,2025-06-12
2704,27,04,AUGUST,8,"14,15",2025,14,2025-08-14
2704,27,04,AUGUST,8,"14,15",2025,15,2025-08-15
2704,27,04,OCTOBER,10,"17,20",2025,17,2025-10-17
2704,27,04,OCTOBER,10,"17,20",2025,20,2025-10-20
2705,27,05,APRIL,4,"11,14",2025,11,2025-04-11
2705,27,05,APRIL,4,"11,14",2025,14,2025-04-14
2705,27,05,JUNE,6,"13,16",2025,13,2025-06-13
2705,27,05,JUNE,6,"13,16",2025,16,2025-06-16
2705,27,05,AUGUST,8,"18,19",2025,18,2025-08-18
2705,27,05,AUGUST,8,"18,19",2025,19,2025-08-19
2705,27,05,OCTOBER,10,"21,22",2025,21,2025-10-21
2705,27,05,OCTOBER,10,"21,22",2025,22,2025-10-22
2706,27,06,APRIL,4,"15,16",2025,15,2025-04-15
2706,27,06,APRIL,4,"15,16",2025,16,2025-04-16
2706,27,06,JUNE,6,"17,18",2025,17,2025-06-17
2706,27,06,JUNE,6,"17,18",2025,18,2025-06-18
2706,27,06,AUGUST,8,"20,21",2025,20,2025-08-20
2706,27,06,AUGUST,8,"20,21",2025,21,2025-08-21
2706,27,06,OCTOBER,10,"23,24",2025,23,2025-10-23
2706,27,06,OCTOBER,10,"23,24",2025,24,2025-10-24
2707,27,07,APRIL,4,"17,18",2025,17,2025-04-17
2707,27,07,APRIL,4,"17,18",2025,18,2025-04-18
2707,27,07,JUNE,6,"20,23",2025,20,2025-06-20
2707,27,07,JUNE,6,"20,23",2025,23,2025-06-23
2707,27,07,AUGUST,8,"22,25",2025,22,2025-08-22
2707,27,07,AUGUST,8,"22,25",2025,25,2025-08-25
2707,27,07,OCTOBER,10,"27,28",2025,27,2025-10-27
2707,27,07,OCTOBER,10,"27,28",2025,28,2025-10-28
2708,27,08,APRIL,4,"21,22",2025,21,2025-04-21
2708,27,08,APRIL,4,"21,22",2025,22,2025-04-22
2708,27,08,JUNE,6,"24,25",2025,24,2025-06-24
2708,27,08,JUNE,6,"24,25",2025,25,2025-06-25
2708,27,08,AUGUST,8,"26,27",2025,26,2025-08-26
2708,27,08,AUGUST,8,"26,27",2025,27,2025-08-27
2708,27,08,OCTOBER,10,"29,30",2025,29,2025-10-29
2708,27,08,OCTOBER,10,"29,30",2025,30,2025-10-30
2709,27,09,APRIL,4,"23,24",2025,23,2025-04-23
2709,27,09,APRIL,4,"23,24",2025,24,2025-04-24
2709,27,09,JUNE,6,"26,27",2025,26,2025-06-26
2709,27,09,JUNE,6,"26,27",2025,27,2025-06-27
2709,27,09,AUGUST,8,"28,29",2025,28,2025-08-28
2709,27,09,AUGUST,8,"28,29",2025,29,2025-08-29
2709,27,09,OCTOBER,10,31,2025,31,2025-10-31
2709,27,09,NOVEMBER,11,3,2025,3,2025-11-03
2710,27,10,APRIL,4,"25,28",2025,25,2025-04-25
2710,27,10,APRIL,4,"25,28",2025,28,2025-04-28
2710,27,10,JUNE,6,30,2025,30,2025-06-30
2710,27,10,JULY,7,1,2025,1,2025-07-01
2710,27,10,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2710,27,10,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2710,27,10,NOVEMBER,11,"4,5",2025,4,2025-11-04
2710,27,10,NOVEMBER,11,"4,5",2025,5,2025-11-05
2711,27,11,APRIL,4,"29,30",2025,29,2025-04-29
2711,27,11,APRIL,4,"29,30",2025,30,2025-04-30
2711,27,11,JULY,7,"2,3",2025,2,2025-07-02
2711,27,11,JULY,7,"2,3",2025,3,2025-07-03
2711,27,11,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2711,27,11,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2711,27,11,NOVEMBER,11,"6,7",2025,6,2025-11-06
2711,27,11,NOVEMBER,11,"6,7",2025,7,2025-11-07
2712,27,12,MAY,5,"1,2",2025,1,2025-05-01
2712,27,12,MAY,5,"1,2",2025,2,2025-05-02
2712,27,12,JULY,7,"7,8",2025,7,2025-07-07
2712,27,12,JULY,7,"7,8",2025,8,2025-07-08
2712,27,12,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2712,27,12,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2712,27,12,NOVEMBER,11,"10,12",2025,10,2025-11-10
2712,27,12,NOVEMBER,11,"10,12",2025,12,2025-11-12
2713,27,13,MAY,5,"5,6",2025,5,2025-05-05
2713,27,13,MAY,5,"5,6",2025,6,2025-05-06
2713,27,13,JULY,7,"9,10",2025,9,2025-07-09
2713,27,13,JULY,7,"9,10",2025,10,2025-07-10
2713,27,13,SEPTEMBER,9,"10,11",2025,10,2025-09-10
2713,27,13,SEPTEMBER,9,"10,11",2025,11,2025-09-11
2713,27,13,NOVEMBER,11,"13,14",2025,13,2025-11-13
2713,27,13,NOVEMBER,11,"13,14",2025,14,2025-11-14
2714,27,14,MAY,5,"7,8",2025,7,2025-05-07
2714,27,14,MAY,5,"7,8",2025,8,2025-05-08
2714,27,14,JULY,7,"11,14",2025,11,2025-07-11
2714,27,14,JULY,7,"11,14",2025,14,2025-07-14
2714,27,14,SEPTEMBER,9,"12,15",2025,12,2025-09-12
2714,27,14,SEPTEMBER,9,"12,15",2025,15,2025-09-15
2714,27,14,NOVEMBER,11,"17,18",2025,17,2025-11-17
2714,27,14,NOVEMBER,11,"17,18",2025,18,2025-11-18
2715,27,15,MAY,5,"9,12",2025,9,2025-05-09
2715,27,15,MAY,5,"9,12",2025,12,2025-05-12
2715,27,15,JULY,7,"15,16",2025,15,2025-07-15
2715,27,15,JULY,7,"15,16",2025,16,2025-07-16
2715,27,15,SEPTEMBER,9,"16,17",2025,16,2025-09-16
2715,27,15,SEPTEMBER,9,"16,17",2025,17,2025-09-17
2715,27,15,NOVEMBER,11,"19,20",2025,19,2025-11-19
2715,27,15,NOVEMBER,11,"19,20",2025,20,2025-11-20
